Semana,Hora Rutura,Hora da rutura,Seção,Tipo de requisição,OT,REQ,Tipo Produto,Nº Produto,Descrição,Qtd. Req.,Qtd. Env.,Qtd. Falta,Un. Med,Data, Stock CT, Stock FF,Em trânsito da FF,Tipologia Rutura,
abr.,Rutura 18h,Rutura 18h-Acerto de Inventário,COZINHA QUENTE - EK,NORMAL,OT25024411,467271,Secos,CVCO0052,CoguFunghi Por(boletus) desid.,"0,008",0,"0,008",KG,4/19/2025,"1,19",0,0,Acerto de Inventário,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE - EK,EXTRA,OT25024411,467271,"F&V, Pão & Iogurtes",CVTO0017,Tomilho limao,"0,001",0,"0,001",KG,4/19/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25024412,467272,Congelados,PIEK0102,PENNE WITH BEEF BOLOGNESE - BC,10,0,10,#N/A,4/19/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,PASTELARIA,NORMAL,OT25024329,467192,Congelados,ADQU0001,Queijada amendoa,2,0,2,#N/A,4/19/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25024019,466956,Congelados,PIEK0001,HM BREAD ROLLS 11340862,14,8,6,UN,4/19/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,EXTRA,OT25024051,EXTRA,Congelados,PIEK0102,PENNE WITH BEEF BOLOGNESE - BC,10,4,6,#N/A,4/19/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL - 8H,OT25024023,466960,Congelados,PIEK0001,HM BREAD ROLLS 11340862,6,0,6,UN,4/19/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25024353,467215,Refrigerados,PIEK0086,JUICE CARROT E APPLE 250ML,5,3,2,#N/A,4/19/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25024354,467216,Refrigerados,PIEK0001,HM BREAD ROLLS 11340862,7,0,7,UN,4/19/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL 8H,OT25024463,467321,Refrigerados,DPSA0006,Salame c\pimenta,"0,868",0,"0,868",KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL 8H,OT25024482,467339,"F&V, Pão & Iogurtes",CVCO0011,Coentros lavados,2,"0,5","1,5",KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25024620,467432,"F&V, Pão & Iogurtes",CVAL0007,Alface folha lavada,10,0,10,KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25024482,467339,"F&V, Pão & Iogurtes",CVCO0011,Coentros lavados,3,0,3,KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25024691,467494,"F&V, Pão & Iogurtes",CVRD0001,Radiccio lavado,"4,99",0,"4,99",KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25024691,467494,Refrigerados,DPPR0001,Presunto s/osso,"6,891","4,465","2,426",KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25024691,467494,Refrigerados,DPSA0006,Salame c\pimenta,"1,059",0,"1,059",KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25024619,467431,"F&V, Pão & Iogurtes",CVCO0011,Coentros lavados,"0,048",0,"0,048",KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25024619,467431,"F&V, Pão & Iogurtes",CVHO0007,Hortela lavada,"0,278",0,"0,278",KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25024620,467432,"F&V, Pão & Iogurtes",CVFU0001,Funcho bolbo lavado,"0,386",0,"0,386",KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25024565,467377,Congelados,DPPO0016,Porco cachaço s/osso,46,0,46,KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25024564,467376,"F&V, Pão & Iogurtes",CVCO0011,Coentros lavados,"0,463",0,"0,463",KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25024564,467376,"F&V, Pão & Iogurtes",CVFU0001,Funcho bolbo lavado,"3,18",0,"3,18",KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25024569,467381,Congelados,PIDL0287,BEURRE BLANC SAUCE,"0,819",0,"0,819",#N/A,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25024623,467435,"F&V, Pão & Iogurtes",CVHO0007,Hortela lavada,"0,02",0,"0,02",KG,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25024626,467438,Congelados,PIEK0113,CHICKEN FILLET WITH BULGUR BC,2,0,2,#N/A,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL - 8H,OT25024357,467219,Congelados,PIEK0001,HM BREAD ROLLS 11340862,6,0,6,UN,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL - 8H,OT25024357,467219,Secos,PIEK0086,JUICE CARROT E APPLE 250ML,5,0,5,#N/A,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL - 8H,OT25024358,467220,Congelados,PIEK0001,HM BREAD ROLLS 11340862,9,0,9,UN,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL - 8H,OT25024358,467220,Congelados,PIEK0108,BROWN SUGAR CINNAMON BUN FC+BC 70GRS PAC,7,0,7,#N/A,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25024631,467443,Refrigerados,PIEK0086,JUICE CARROT E APPLE 250ML,8,0,8,#N/A,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25024631,467443,Congelados,PIEK0001,HM BREAD ROLLS 11340862,10,0,10,UN,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25024631,467443,Congelados,PIEK0086,JUICE CARROT E APPLE 250ML,8,0,8,#N/A,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25024632,467444,Congelados,PIEK0001,HM BREAD ROLLS 11340862,7,0,7,UN,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Acerto de Inventário,TSU - EK,NORMAL,OT25024632,467444,Congelados,PIEK0006,WHEAT AND RYE BREAD BAG 60GX8 13402272,6,3,3,UN,4/20/2025,8,0,0,Acerto de Inventário,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - DELTA,NORMAL,OT25024645,467455,Secos,NGSN0021,SNACK CHOCOLATE MILKBAR BRANCO,1,0,1,#N/A,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - KOREIA,NORMAL - 8H,OT25024320,467184,Congelados,PPPA0924,PÃO SEM SAL,2,0,2,UN,4/20/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Acerto de Inventário,PASTELARIA,NORMAL,OT25024607,467419,Congelados,PCBA0003,BABA DE CAMELO,"0,41",0,"0,41",L,4/20/2025,4,0,0,Acerto de Inventário,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25024722,467529,"F&V, Pão & Iogurtes",CFMO0002,morangos s/ rama higienizados,"3,41",0,"3,41",KG,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25024735,467542,"F&V, Pão & Iogurtes",CFMI0003,Mirtilo fresco lavado,0,0,0,KG,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25024742,467522,"F&V, Pão & Iogurtes",CVAL0009,Alface frisada branca,"0,31",0,"0,31",KG,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25024745,467525,"F&V, Pão & Iogurtes",CVAL0017,Alface romana coracao,"0,25",0,"0,25",KG,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25024832,,Secos,BVOL0001,Oleo alimentar,"5,34",0,"5,34",L,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25024887,467620,"F&V, Pão & Iogurtes",CVRE0002,Rebentos soja lavados,"0,28",0,"0,28",KG,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25024886,467619,"F&V, Pão & Iogurtes",CFMO0002,morangos s/ rama higienizados,"4,14",0,"4,14",KG,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,EXTRA,OT25024832,--,Congelados,DBNO0015,Novilho cubos,17,0,17,KG,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25024840,467576,Secos,BVOL0001,Oleo alimentar,"30,99",0,"30,99",L,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25024878,467589,Congelados,DBNO0015,Novilho cubos,30,0,30,KG,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25024840,467576,Congelados,DPPO0016,Porco cachaço s/osso,"7,63",0,"7,63",KG,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25024848,467584,Congelados,PIDL0288,BEER RED WINE SAUCE,"1,85",0,"1,85",#N/A,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25024848,467584,Congelados,PIDL0287,BEURRE BLANC SAUCE,"0,82",0,"0,82",#N/A,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE - KOREIA,NORMAL,OT25024862,467604,Secos,BVOL0001,Oleo alimentar,"0,82",0,"0,82",L,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,REF. COZINHA QUENTE,NORMAL,OT25024922,467655,Secos,BVOL0001,Oleo alimentar,"0,26",0,"0,26",L,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,PASTELARIA,NORMAL,OT25024897,467630,Secos,BVOL0001,Oleo alimentar,"3,13",0,"3,13",L,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,PASTELARIA,NORMAL,OT25024897,467630,"F&V, Pão & Iogurtes",CFMI0003,Mirtilo fresco lavado,"3,5",2,"1,5",KG,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU,EXTRA,OT25024837,--,Secos,PIEK0110,GOLD BUNNY MINI MILK BULK 10GRS,270,0,270,#N/A,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU,NORMAL,OT25024941,467670,Congelados,PMPE0009,MED.PESCADA C/M.TOM.E ARROZ DE LEGUMES RC022004 NLML/GFML,61,0,61,UN,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - DL,NORMAL,OT25024956,467685,Congelados,PIDL0191,PASSOVER BUSINESS CLASS MEAL SET DP-BSET,2,0,2,UN,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Acerto de Inventário,TSU - EK,NORMAL,OT25024895,467447,Congelados,PIEK0005,MINI RUSTICO BREAD BAG 45GX8 13402273,1,0,1,UN,4/21/2025,3,0,0,Acerto de Inventário,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL-8H,OT25024636,467448,Congelados,PIEK0001,HM BREAD ROLLS 11340862,11,0,11,UN,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25024894,467448,Congelados,PIEK0001,HM BREAD ROLLS 11340862,18,0,18,UN,4/21/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25025261,467907,Refrigerados,DPPR0001,Presunto s/osso,"4,71",0,"4,71",KG,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - KOREIA,NORMAL,OT25025211,467861,"F&V, Pão & Iogurtes",CVCE0030,Cebolo,"0,03",0,"0,03",KG,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - KOREIA,NORMAL,OT25025209,467859,"F&V, Pão & Iogurtes",CVCE0030,Cebolo,"0,17",0,"0,17",KG,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - KOREIA,NORMAL,OT25025210,467860,Refrigerados,BQBU0004,Qjo mozarella bolas,"1,41",0,"1,41",KG,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - KOREIA,NORMAL,OT25025211,467861,Refrigerados,BQBU0004,Qjo mozarella bolas,"0,12",0,"0,12",KG,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025138,467792,Congelados,PIDL0288,BEER RED WINE SAUCE,"1,85",0,"1,85",#N/A,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025138,467792,Congelados,PIDL0287,BEURRE BLANC SAUCE,"0,82",0,"0,82",#N/A,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Acerto de Inventário,COZINHA QUENTE - EK,NORMAL,OT25025170,467824,Secos,CVCO0052,CoguFunghi Por(boletus) desid.,"0,01",0,"0,01",KG,4/22/2025,"1,19",0,0,Acerto de Inventário,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL-8H,OT25024890,467623,Refrigerados,PIEK0086,JUICE CARROT E APPLE 250ML,8,0,8,#N/A,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL-8H,OT25024890,467623,Congelados,PIEK0001,HM BREAD ROLLS 11340862,10,4,6,UN,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL-8H,OT25024890,467623,Congelados,PIEK0010,FC CB PREMIUM BREAKFAST TRAY 33448133V1,10,0,10,UN,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL-8H,OT25024891,467624,Congelados,PIEK0006,WHEAT AND RYE BREAD BAG 60GX8 13402272,2,0,2,UN,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25025214,467864,Congelados,PIEK0005,MINI RUSTICO BREAD BAG 45GX8 13402273,2,0,2,UN,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25025214,467864,Congelados,PIEK0006,WHEAT AND RYE BREAD BAG 60GX8 13402272,2,0,2,UN,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25025213,467863,Congelados,PIEK0001,HM BREAD ROLLS 11340862,5,0,5,UN,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,NHU,NORMAL,OT25025121,467774,Secos,MAAG0050,"ÁGUA MONCHIQUE PET 1,5 LT",12,0,12,UN,4/22/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25025583,468130,"F&V, Pão & Iogurtes",CFFR0004,Framboesa,"0,11",0,"0,11",KG,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25025556,468131,Congelados,DFFR0033,Frango Coxa s/ossos/peleHalal,"0,2",0,"0,2",KG,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25025556,468105,"F&V, Pão & Iogurtes",CFME0001,Melao lavado,"2,45",0,"2,45",KG,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25025557,468106,"F&V, Pão & Iogurtes",CFMO0002,morangos s/ rama higienizados,"4,13","1,96","2,17",KG,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025425,467986,"F&V, Pão & Iogurtes",CVAL0024,Alecrim lavado,"0,6","0,44","0,16",KG,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025425,467986,"F&V, Pão & Iogurtes",CVGR0003,Grelos nabo lavados,"28,26",9,"19,26",KG,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025433,467994,Secos,CEPI0014,Pimenta branca c/moinho,0,0,0,KG,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025434,467995,Congelados,PIDL0288,BEER RED WINE SAUCE,"1,85",0,"1,85",#N/A,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025434,467995,Congelados,PIDL0287,BEURRE BLANC SAUCE,"0,82",0,"0,82",#N/A,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25025459,468020,Congelados,DFFR0033,Frango Coxa s/ossos/peleHalal,"7,6",0,"7,6",KG,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,NHU,NORMAL,OT25025414,467975,"F&V, Pão & Iogurtes",MAAG0050,"ÁGUA MONCHIQUE PET 1,5 LT",18,0,18,UN,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU,NORMAL,OT25025502,468056,Secos,CFMA0030,STICKS MAÇÃ LIMÃO,100,0,100,#N/A,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - AC,NORMAL,OT25025496,468050,Secos,PMKO0006,Koshers hot snack,1,0,1,UN,4/23/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25025849,468319,Refrigerados,DPPR0001,Presunto s/osso,"7,19",0,"7,19",KG,4/24/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25025869,468339,"F&V, Pão & Iogurtes",CVAN0001,Aneto lavado,"0,85","0,36","0,49",KG,4/24/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25025869,468339,"F&V, Pão & Iogurtes",CVCE0020,Cebolinho fresco lavado,"0,96",0,"0,96",KG,4/24/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025779,468264,Secos,CMMO0032,Molho barbecue,"0,37",0,"0,37",L,4/24/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Acerto de Inventário,COZINHA QUENTE ,NORMAL,OT25025772,468257,Congelados,PIDL0295,BREAD BRIOCHE BUN SLICED BURGER,"1,76",1,"0,76",#N/A,4/24/2025,"32,5",0,0,Acerto de Inventário,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025772,468257,Congelados,PIDL0288,BEER RED WINE SAUCE,"1,85",0,"1,85",#N/A,4/24/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025772,468257,Congelados,PIDL0287,BEURRE BLANC SAUCE,"0,82",0,"0,82",#N/A,4/24/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025772,468257,"F&V, Pão & Iogurtes",CVCE0020,Cebolinho fresco lavado,"0,5","0,28","0,22",KG,4/24/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25025765,468250,"F&V, Pão & Iogurtes",CVER0003,Ervilhas torta lavada,"9,76",0,"9,76",KG,4/24/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25025739,468220,Secos,CVCO0052,CoguFunghi Por(boletus) desid.,"0,01",0,"0,01",KG,4/24/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU - DELTA,NORMAL,OT25025721,468203,Congelados,PICH0280,CHICKEN A/ MUSHROOM SAU.BALAN. MEAL,3,0,3,UN,4/24/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU.,NORMAL,OT25025728,468209,Secos,CFMA0030,STICKS MAÇÃ LIMÃO,60,0,60,#N/A,4/24/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25026019,468414,Congelados,PMKO0006,Koshers hot snack,2,0,2,UN,4/25/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25026195,468587,"F&V, Pão & Iogurtes",CVRD0001,Radiccio lavado,"13,998","9,83","4,17",KG,4/25/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25026126,OT25026126,"F&V, Pão & Iogurtes",CFME0001,Melao lavado,"2,736",0,"2,74",KG,4/25/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25026102,468496,Refrigerados,BQBU0004,Qjo mozarella bolas,"0,788",0,"0,79",KG,4/25/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25026087,468481,"F&V, Pão & Iogurtes",CVCH0008,Chuchu higienizado,"0,281",0,"0,28",KG,4/25/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25026132,468524,Secos,CVCO0052,CoguFunghi Por(boletus) desid.,"0,008",0,"0,01",KG,4/25/2025,0,0,0,Sem Stock Físico e BC,
abr.,Rutura 18h,Rutura 18h-Sem Stock Físico e BC,TSU.,NORMAL,OT25026029,468425,Secos,CFMA0030,STICKS MAÇÃ LIMÃO,100,0,100,#N/A,4/25/2025,0,0,0,Sem Stock Físico e BC,
