Semana,Hora Rutura,Hora da rutura,Seção,Tipo de requisição,OT,REQ,Tipo Produto,Nº Produto,Descrição,Qtd. Req.,Qtd. Env.,Qtd. Falta,Un. Med,Data, Stock CT, Stock FF,Em trânsito da FF,Tipologia Rutura,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25026566,468846,Refrigerados,BQVA0032,Qjo vaca mimolete,5.58,0.00,5.58,KG,2025-04-27,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25026619,468896,Secos,CMCA0007,Caldo carne Halal,0.02,0.00,0.02,KG,2025-04-27,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA QUENTE - EK,NORMAL,OT25026617,468894,Congelados,DXSA0006,Salmao lombo fresco congelado,9.91,0.00,9.91,KG,2025-04-27,0.00,217.50,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25026617,468894,Secos,CVCO0052,CoguFunghi Por(boletus) desid.,0.01,0.00,0.01,KG,2025-04-27,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU.,NORMAL,OT25026638,468915,Secos,CFMA0030,STICKS MAÇÃ LIMÃO,103.00,0.00,103.00,N/D,2025-04-27,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,TSU.,NORMAL,OT25026638,468915,Refrigerados,BLIO5142,IOG.LIQ.VEGETAL MORANGO HALAL,60.00,46.00,14.00,N/D,2025-04-27,0.00,144.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,RPL,NORMAL,OT25026554,468834,Secos,CMMO0008,Mostarda emb. Refeitorio,10.00,0.00,10.00,UN,2025-04-27,0.00,384.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,OBR,NORMAL,OT25026551,468832,Refrigerados,BQVA0119,QJO VACA EDAM BARRA OBR,20.06,6.11,13.95,N/D,2025-04-27,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,NHU,NORMAL,OT25026542,468826,Secos,LCCE0005,"Cerveja super bock 0,33lt",48.00,14.00,34.00,UN,2025-04-27,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA ,NORMAL,OT25026421,468758,"F&V, Pão & Iogurtes",CFMA0007,Maca starking lavada,50.00,0.00,50.00,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA ,NORMAL,OT25026421,468758,Refrigerados,BLIO5052,Iog grego magro natural,7.00,0.00,7.00,UN,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA FRIA ,NORMAL,OT25026430,468767,Congelados,DXAT0002,Atum lombo,17.00,3.50,13.50,KG,2025-04-28,0.00,133.29,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Em Transferência da FF,COZINHA FRIA ,NORMAL,,,Secos,AFFA0001,Farinha Milho,3.10,3.00,0.10,KG,2025-04-28,0.00,12.00,18.00,Em Transferência da FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA ,NORMAL,,,Congelados,PCCR0032,Croissant Cobertura Sementes 30G,21.00,0.00,21.00,N/D,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA ,NORMAL,,,"F&V, Pão & Iogurtes",CFMA0003,Manga lavada,18.00,4.00,14.00,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA ,NORMAL,,,"F&V, Pão & Iogurtes",CFMA0007,Maca starking lavada,50.00,0.00,50.00,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA ,NORMAL,,,"F&V, Pão & Iogurtes",CVPI0011,Pimento verde lavado,2.93,0.00,2.93,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA ,NORMAL,,,"F&V, Pão & Iogurtes",CVRD0001,Radiccio lavado,14.00,5.40,8.60,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA FRIA ,NORMAL,OT25026918,,Congelados,DXBA0009,BACALHAU FRESCO COM PELE,1.20,0.00,1.20,KG,2025-04-28,0.00,98.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - KE,NORMAL,OT25026916,,"F&V, Pão & Iogurtes",CVRA0003,Rabano Branco Lavado,0.19,0.00,0.19,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE,NORMAL,,,"F&V, Pão & Iogurtes",CVAL0024,Alecrim Lavado,0.64,0.30,0.34,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE,NORMAL,,,"F&V, Pão & Iogurtes",CVGR0003,Grelos nabo lavados,21.03,0.00,21.03,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA QUENTE,NORMAL,,,Congelados,PMPA0013,PANADOS VEGAN,0.19,0.00,0.19,N/D,2025-04-28,0.00,4.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE,NORMAL,,,Refrigerados,BQVA0032,Qjo vaca mimolete,5.45,0.00,5.45,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE,NORMAL,,,Refrigerados,CVAL0037,ALMÔNDEGAS VEGAN,0.28,0.00,0.28,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE,NORMAL,,,Secos,CECO0004,Coentros grao,0.01,0.00,0.01,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE,NORMAL,,,Secos,CECO0001,Cominhos moidos,0.03,0.00,0.03,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE,NORMAL,,,Secos,CEPI0014,Pimenta branca c/moinho,0.00,0.00,0.00,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25026291,468630,"F&V, Pão & Iogurtes",CVGR0003,Grelos nabo lavados,20.00,0.00,20.00,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Em Transferência da FF,COZINHA QUENTE ,NORMAL,OT25026292,468631,Congelados,ADPA0001,PANQUECAS MINI,149.00,80.00,69.00,N/D,2025-04-28,0.00,2.080.00,160.00,Em Transferência da FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA QUENTE ,NORMAL,OT25026292,468631,Congelados,DBNO0016,Novilho carne picada,05.06,0.00,05.06,KG,2025-04-28,0.00,336.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,,,Secos,CFSU0002,Sumo limao tempero,2.84,0.00,2.84,L,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,,,Secos,CMMA0006,Maionese Halal,0.93,0.00,0.93,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,,,"F&V, Pão & Iogurtes",CFMA0007,Maca starking lavada,2.94,0.00,2.94,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,,,"F&V, Pão & Iogurtes",CFME0001,Melao lavado,02.03,0.00,02.03,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,,,"F&V, Pão & Iogurtes",CFMO0002,morangos s/ rama higienizados,3.75,0.00,3.75,KG,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,PASTELARIA,NORMAL,,,Secos,PPAL0001,Pao Alentejano,4.00,0.00,4.00,UN,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,PASTELARIA,NORMAL,,,Secos,ADDO0003,Doce gila,0.31,0.00,0.31,KG,2025-04-28,0.00,12.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Em Transferência da FF,PASTELARIA,NORMAL,,,Congelados,PCTA0003,Tartelete de Lima,9.00,0.00,9.00,UN,2025-04-28,0.00,36.00,36.00,Em Transferência da FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,RPA,NORMAL,OT25026840,,Secos,ASCA0003,Carat kimocrem chocolate,1.67,0.00,1.67,KG,2025-04-28,0.00,5.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,RPA,NORMAL,OT25026839,,Secos,ASCA0003,Carat kimocrem chocolate,0.07,0.00,0.07,KG,2025-04-28,0.00,5.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU,NORMAL,,,Secos,CFMA0030,STICKS MAÇÃ LIMÃO,79.00,0.00,79.00,N/D,2025-04-28,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Em Transferência da FF,TSU,NORMAL,OT25026913,,Secos,JPET1342,ETIQ.7070-B8S1E-BR-1900 ADB,9.500.00,0.00,9.500.00,UN,2025-04-28,0.00,13.300.00,13.300.00,Em Transferência da FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25026920,469145,"F&V, Pão & Iogurtes",CVAL0007,Alface folha lavada,17.51,3.16,14.35,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25026920,469145,"F&V, Pão & Iogurtes",CFMA0003,Manga lavada,2.53,0.00,2.53,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25026920,469145,"F&V, Pão & Iogurtes",CFMO0002,morangos s/ rama higienizados,2.84,0.00,2.84,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25026920,469145,"F&V, Pão & Iogurtes",CVBA0005,Batata novo c/ casca,13.75,5.00,8.75,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25026920,469145,"F&V, Pão & Iogurtes",CVCO0004,Couve Roxa Fresca Lavada,0.86,0.00,0.86,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25026920,469145,"F&V, Pão & Iogurtes",CVHO0007,Hortela lavada,0.36,0.00,0.36,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25026920,469145,"F&V, Pão & Iogurtes",CVRD0001,Radiccio lavado,2.39,0.00,2.39,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Acerto de Inventário,COZINHA FRIA,NORMAL-8H,OT25026920,469145,Refrigerados,BQCA0003,Qjo vaca fresco,01.06,0.00,01.06,KG,2025-04-29,4.12,0.00,0.00,Acerto de Inventário,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25026920,469145,Congelados,PPBA0087,BAGUETE MALTE E CEREAIS 60GRS,230.00,150.00,80.00,N/D,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027129,469325,"F&V, Pão & Iogurtes",CFMA0003,Manga lavada,37.00,0.00,37.00,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027129,469325,"F&V, Pão & Iogurtes",CFMO0002,morangos s/ rama higienizados,55.00,0.00,55.00,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027129,469325,"F&V, Pão & Iogurtes",CVAL0014,Alface lollo bianca lavada,0.49,0.00,0.49,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027129,469325,"F&V, Pão & Iogurtes",CVRD0001,Radiccio lavado,1.40,0.00,1.40,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027131,469327,"F&V, Pão & Iogurtes",CFME0002,Meloa lavada,44.70,32.00,12.70,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027131,469327,"F&V, Pão & Iogurtes",CVAL0007,Alface folha lavada,10.00,0.00,10.00,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027131,469327,"F&V, Pão & Iogurtes",CVCH0001,Chicoria folha lavada,2.00,0.00,2.00,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027131,469327,"F&V, Pão & Iogurtes",CVPI0011,Pimento verde lavado,0.70,0.00,0.70,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027134,469330,"F&V, Pão & Iogurtes",CVPI0009,Pimento vermelho lavado,8.13,0.00,8.13,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027135,469331,"F&V, Pão & Iogurtes",CFMA0007,Maca starking lavada,50.00,0.00,50.00,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027135,469331,"F&V, Pão & Iogurtes",CVCO0011,Coentros lavados,10.00,5.25,4.75,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027141,469337,"F&V, Pão & Iogurtes",CFAM0002,Ameixa preta lavada,30.00,16.35,13.65,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027141,469337,"F&V, Pão & Iogurtes",CFPE0009,Pessego careca lavado,30.00,13.76,16.24,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027141,469337,"F&V, Pão & Iogurtes",CVBE0002,Beringela lavada,26.71,15.00,11.71,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027141,469337,"F&V, Pão & Iogurtes",CVCO0004,Couve roxa fresca lavada,0.25,0.00,0.25,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027141,469337,"F&V, Pão & Iogurtes",CVTO0006,Tomate chucha lavado,14.44,0.00,14.44,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027144,469340,"F&V, Pão & Iogurtes",CFME0003,Meloa rosa lavada,0.50,0.00,0.50,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027148,469344,"F&V, Pão & Iogurtes",CVAL0020,Alho frances lavado,04.02,4.00,0.02,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027148,469344,"F&V, Pão & Iogurtes",CVBA0005,Batata nova c/casca,15.39,0.00,15.39,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027148,469344,"F&V, Pão & Iogurtes",CVBA0015,Batata doce lavada,49.57,40.00,9.57,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027148,469344,"F&V, Pão & Iogurtes",CVFE0011,Feijao verde lavado,4.13,0.00,4.13,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Acerto de Inventário,COZINHA FRIA,NORMAL,OT25027148,469344,Refrigerados,BQCA0034,QJO CABRA E PIMENTÃO,3.72,0.00,3.72,N/D,2025-04-29,9.77,0.00,0.00,Acerto de Inventário,
abr.,Rutura 14h,Rutura 14h-Em Transferência da FF,COZINHA FRIA,NORMAL,OT25027148,469344,Refrigerados,BOOV0002,Ovo liquido inteiro,33.45,0.00,33.45,KG,2025-04-29,0.00,336.00,180.00,Em Transferência da FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027148,469344,Refrigerados,BQVA0016,Qjo vaca gouda,3.68,0.00,3.68,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Acerto de Inventário,COZINHA FRIA,NORMAL,OT25027148,469344,Refrigerados,BQVN0002,VIOLIFE MOZZARELLA BARRA,1.50,0.00,1.50,KG,2025-04-29,2.56,0.00,0.00,Acerto de Inventário,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25027148,469344,Refrigerados,BQVA0032,Qjo vaca mimolete,141.91,0.00,141.91,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA FRIA,NORMAL,OT25027148,469344,Congelados,DFPI0005,Pintada coxa confitada,17.71,9.34,8.37,KG,2025-04-29,0.00,989.98,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,EXTRA,OT25027186,--,"F&V, Pão & Iogurtes",CVAL0007,Alface folha lavada,23.00,0.00,23.00,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,EXTRA,OT25027186,--,"F&V, Pão & Iogurtes",CFME0003,Meloa rosa lavada,5.00,0.00,5.00,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027065,469274,"F&V, Pão & Iogurtes",CFMA0007,Maca starking lavada,7.56,0.00,7.56,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027063,469272,"F&V, Pão & Iogurtes",CFME0001,Melao lavado,2.24,0.00,2.24,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027066,469275,"F&V, Pão & Iogurtes",CVAL0007,Alface folha lavada,0.23,0.00,0.23,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027066,469275,"F&V, Pão & Iogurtes",CEMA0001,Malaguetas vermelhas,0.05,0.00,0.05,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027066,469275,"F&V, Pão & Iogurtes",CVRE0002,Rebentos soja lavados,0.39,0.00,0.39,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027066,469275,"F&V, Pão & Iogurtes",CVTO0014,Tomate cherry amarelo,01.04,0.00,01.04,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027063,469272,"F&V, Pão & Iogurtes",CVAL0027,Alface francesa,0.50,0.00,0.50,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027063,469272,"F&V, Pão & Iogurtes",CVAL0008,Alface romana lavada,0.27,0.00,0.27,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027063,469272,"F&V, Pão & Iogurtes",CVCE0019,Cerefolio fresco lavado,0.03,0.00,0.03,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027063,469272,"F&V, Pão & Iogurtes",CFMA0003,Manga lavada,4.17,0.00,4.17,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027063,469272,"F&V, Pão & Iogurtes",CFME0003,Meloa rosa lavada,6.72,4.00,2.72,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027063,469272,"F&V, Pão & Iogurtes",CFMO0002,morangos s/ rama higienizados,04.04,0.00,04.04,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027063,469272,"F&V, Pão & Iogurtes",CVPI0009,Pimento vermelho lavado,1.37,0.00,1.37,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027063,469272,"F&V, Pão & Iogurtes",CVRA0003,Rabano branco lavado,0.30,0.00,0.30,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027063,469272,"F&V, Pão & Iogurtes",CVRD0001,Radiccio lavado,0.50,0.00,0.50,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25027063,469272,"F&V, Pão & Iogurtes",CVSA0002,Salsa ponta lavada,0.10,0.00,0.10,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Em Transferência da FF,COZINHA FRIA - EK,NORMAL,OT25027063,469272,Secos,CMMA0006,Maionese Halal,0.86,0.00,0.86,KG,2025-04-29,0.00,0.00,21.60,Em Transferência da FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA FRIA - EK,NORMAL,OT25027064,469273,Refrigerados,PIEK0021,BC R31 CHEESE SELECTION 42416249,24.00,19.00,5.00,UN,2025-04-29,0.00,128.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Em Transferência da FF,COZINHA FRIA - EK,NORMAL,OT25027066,469275,Refrigerados,BOOV0002,Ovo liquido inteiro,0.39,0.00,0.39,KG,2025-04-29,0.00,336.00,180.00,Em Transferência da FF,
abr.,Rutura 14h,Rutura 14h-Em Transferência da FF,COZINHA FRIA - KOREIA,NORMAL,OT25027044,469247,Refrigerados,BOOV0002,Ovo liquido inteiro,0.39,0.00,0.39,KG,2025-04-29,0.00,336.00,180.00,Em Transferência da FF,
abr.,Rutura 14h,Rutura 14h-Acerto de Inventário,COZINHA QUENTE ,NORMAL,OT25027007,469210,Refrigerados,DBPA0001,Pastrami,01.06,0.00,01.06,KG,2025-04-29,6.86,0.00,0.00,Acerto de Inventário,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25027003,469206,Refrigerados,CVBA0028,BACON VEGAN,0.06,0.00,0.06,KG,2025-04-29,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Acerto de Inventário,COZINHA QUENTE ,NORMAL,OT25027003,469206,Refrigerados,CVMO0002,MOZZARELA RALADA VEGAN,0.02,0.00,0.02,KG,2025-04-29,0.80,0.00,0.00,Acerto de Inventário,
